geneID,transcript_id,class,condition,isoform_source,event_type,transcript_biotype,n_exons,strongest_rna_log2fc,mrna_len,protein_len,has_cds,short_protein,internal_stop,qc_pass,qc_flag
AT3G16750,AT3G16750.2,0,depleted,canonical_fallback,,protein_coding,3.0,1.758225560353707,1297,194,True,False,False,True,pass
AT2G21188,AT2G21188.1,0,depleted,canonical_fallback,,ncRNA,2.0,1.7479723084087682,370,0,False,False,False,False,no_CDS
AT4G26240,AT4G26240.1,0,depleted,canonical_fallback,,protein_coding,7.0,1.7369104574277008,1288,198,True,False,False,True,pass
AT1G15825,AT1G15825.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.7338035915308054,536,126,True,False,False,True,pass
AT2G07793,AT2G07793.1,0,depleted,canonical_fallback,,tRNA,1.0,1.7297559074187248,87,0,False,False,False,False,no_CDS
AT5G13900,AT5G13900.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.720594553766173,754,151,True,False,False,True,pass
AT2G07741,AT2G07741.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.7171180928816965,1158,385,True,False,False,True,pass
AT2G07718,AT2G07718.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.7147069835550104,5799,313,True,False,False,True,pass
AT2G35750,AT2G35750.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.7145444311228706,520,61,True,False,False,True,pass
AT2G07835,AT2G07835.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.7037861354454251,648,128,True,False,False,True,pass
AT5G27400,AT5G27400.1,0,depleted,canonical_fallback,,protein_coding,10.0,1.7037762508540766,1356,369,True,False,False,True,pass
AT3G43850,AT3G43850.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.7011941613253063,813,270,True,False,False,True,pass
AT1G09950,AT1G09950.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.7009459938333236,1333,230,True,False,False,True,pass
AT2G07715,AT2G07715.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.6949021711089174,2170,389,True,False,False,True,pass
AT3G47347,AT3G47347.1,0,depleted,canonical_fallback,,snoRNA,1.0,1.6807841004267638,77,0,False,False,False,False,no_CDS
AT2G07827,AT2G07827.2,0,depleted,canonical_fallback,,protein_coding,6.0,1.6780436920148591,540,179,True,False,False,True,pass
AT2G44290,AT2G44290.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.6749920728984546,1149,205,True,False,False,True,pass
AT2G18980,AT2G18980.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.6670097502906909,1202,323,True,False,False,True,pass
AT5G46960,AT5G46960.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.6607423499791787,669,174,True,False,False,True,pass
AT2G07707,AT2G07707.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.6606216600625967,477,158,True,False,False,True,pass
AT2G07777,AT2G07777.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.6595956975371209,2150,262,True,False,False,True,pass
AT2G38465,AT2G38465.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.6522150247292149,563,84,True,False,False,True,pass
AT2G07696,AT2G07696.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.65045682462986,1179,148,True,False,False,True,pass
AT1G19210,AT1G19210.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.650448647830571,895,185,True,False,False,True,pass
AT3G43960,AT3G43960.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.6495799716807598,1445,376,True,False,False,True,pass
AT2G42780,AT2G42780.1,0,depleted,canonical_fallback,,protein_coding,9.0,1.6470511842937177,1401,293,True,False,False,True,pass
AT2G07798,AT2G07798.1,0,depleted,canonical_fallback,,protein_coding,9.0,1.6470047454985657,1480,311,True,False,False,True,pass
AT1G28135,AT1G28135.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.642166400633878,324,51,True,False,False,True,pass
AT3G47980,AT3G47980.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.6413800171261783,1391,252,True,False,False,True,pass
AT5G09995,AT5G09995.2,0,depleted,canonical_fallback,,protein_coding,5.0,1.6402798789006467,958,257,True,False,False,True,pass
AT3G17668,AT3G17668.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.6398482454105665,949,135,True,False,False,True,pass
AT1G06030,AT1G06030.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.638985749345676,1216,329,True,False,False,True,pass
AT4G24570,AT4G24570.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.6376918517974626,1192,313,True,False,False,True,pass
AT2G07702,AT2G07702.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.6365797930298691,561,152,True,False,False,True,pass
AT3G49550,AT3G49550.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.6360837477690688,829,147,True,False,False,True,pass
AT1G18300,AT1G18300.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.6314750316652704,1136,207,True,False,False,True,pass
AT2G07806,AT2G07806.2,0,depleted,canonical_fallback,,protein_coding,8.0,1.6284987812440133,891,213,True,False,False,True,pass
AT3G27027,AT3G27027.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.6240971504025496,459,69,True,False,False,True,pass
AT1G07720,AT1G07720.2,0,depleted,canonical_fallback,,protein_coding,1.0,1.6117030275179312,2098,521,True,False,False,True,pass
AT3G56740,AT3G56740.1,0,depleted,canonical_fallback,,protein_coding,8.0,1.6113976212275989,1416,293,True,False,False,True,pass
AT1G04340,AT1G04340.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.6050372262754786,1044,159,True,False,False,True,pass
AT2G07675,AT2G07675.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.6037112870701915,378,125,True,False,False,True,pass
AT2G07674,AT2G07674.2,0,depleted,canonical_fallback,,protein_coding,1.0,1.602979667078821,975,324,True,False,False,True,pass
AT5G14105,AT5G14105.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.5953353680924087,686,76,True,False,False,True,pass
AT2G32840,AT2G32840.1,0,depleted,canonical_fallback,,protein_coding,7.0,1.5898663465879703,1389,337,True,False,False,True,pass
AT5G39210,AT5G39210.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.5853827580281252,897,156,True,False,False,True,pass
AT3G54940,AT3G54940.2,0,depleted,canonical_fallback,,protein_coding,4.0,1.5717639271925112,1391,367,True,False,False,True,pass
AT2G07689,AT2G07689.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.56716664741044,645,214,True,False,False,True,pass
AT1G04070,AT1G04070.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.5634180886668014,690,94,True,False,False,True,pass
AT1G26470,AT1G26470.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.561025956220582,779,133,True,False,False,True,pass
AT1G07040,AT1G07040.1,0,depleted,canonical_fallback,,protein_coding,7.0,1.554934988742139,1774,371,True,False,False,True,pass
AT5G63480,AT5G63480.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.5537898071271792,800,189,True,False,False,True,pass
AT4G24750,AT4G24750.1,0,depleted,canonical_fallback,,protein_coding,10.0,1.548228437541144,1528,292,True,False,False,True,pass
AT2G07698,AT2G07698.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.547048214032855,2444,777,True,False,False,True,pass
AT5G63600,AT5G63600.2,0,depleted,canonical_fallback,,protein_coding,3.0,1.5433373818943574,1567,326,True,False,False,True,pass
AT2G33480,AT2G33480.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.541019648904966,1296,268,True,False,False,True,pass
AT1G27730,AT1G27730.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.5392244320869128,1303,227,True,False,False,True,pass
AT3G58720,AT3G58720.3,0,depleted,canonical_fallback,,protein_coding,4.0,1.5366234029714116,1014,317,True,False,False,True,pass
AT3G44260,AT3G44260.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.5362700750596492,1339,280,True,False,False,True,pass
AT1G32310,AT1G32310.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.5358324993011874,717,100,True,False,False,True,pass
AT2G07695,AT2G07695.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.5348183579611074,1898,291,True,False,False,True,pass
AT2G07725,AT2G07725.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.533521301826502,1662,185,True,False,False,True,pass
AT5G43580,AT5G43580.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.5286032886982672,681,99,True,False,False,True,pass
AT4G02980,AT4G02980.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.5282379853066537,1055,198,True,False,False,True,pass
AT1G05680,AT1G05680.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.5251960348485152,1755,453,True,False,False,True,pass
AT5G67430,AT5G67430.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.5210903003741434,1632,386,True,False,False,True,pass
AT2G07708,AT2G07708.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.5196611834469926,1310,141,True,False,False,True,pass
AT3G50825,AT3G50825.1,0,depleted,canonical_fallback,,snoRNA,1.0,1.5191095560483268,81,0,False,False,False,False,no_CDS
AT1G77855,AT1G77855.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.5157318767952128,1358,317,True,False,False,True,pass
AT3G57090,AT3G57090.2,0,depleted,canonical_fallback,,protein_coding,6.0,1.5154012663269822,1023,170,True,False,False,True,pass
AT5G63670,AT5G63670.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.5148946321335242,770,116,True,False,False,True,pass
AT2G07671,AT2G07671.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.5148396615546669,776,85,True,False,False,True,pass
AT1G52905,AT1G52905.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.513571579175128,715,47,True,False,False,True,pass
AT1G14820,AT1G14820.3,0,depleted,canonical_fallback,,protein_coding,6.0,1.5087058717468518,1335,252,True,False,False,True,pass
AT3G28370,AT3G28370.5,0,depleted,canonical_fallback,,protein_coding,11.0,1.5078846869250944,1725,295,True,False,False,True,pass
AT3G53490,AT3G53490.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.5062625673594288,1176,225,True,False,False,True,pass
AT5G55370,AT5G55370.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.5055800056062871,1065,343,True,False,False,True,pass
AT2G35859,AT2G35859.1,0,depleted,canonical_fallback,,lncRNA,1.0,1.5046017161022007,1764,0,False,False,False,False,no_CDS
AT3G21352,AT3G21352.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.504212821155221,582,74,True,False,False,True,pass
AT5G20790,AT5G20790.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.503718640315761,1246,193,True,False,False,True,pass
AT2G07724,AT2G07724.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.5021303012194898,654,107,True,False,False,True,pass
AT1G07610,AT1G07610.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.50102273029646,577,45,True,False,False,True,pass
AT3G09925,AT3G09925.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.5001779397303223,841,171,True,False,False,True,pass
AT2G07687,AT2G07687.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.4998204148789782,998,265,True,False,False,True,pass
AT5G66607,AT5G66607.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.498372661596326,326,37,True,False,False,True,pass
AT3G29633,AT3G29633.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.498372661596326,989,31,True,False,False,True,pass
AT3G21720,AT3G21720.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.4906229177677357,2213,576,True,False,False,True,pass
AT2G32460,AT2G32460.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.4902525485605818,1905,490,True,False,False,True,pass
AT2G07768,AT2G07768.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.487435635663687,465,154,True,False,False,True,pass
AT5G60590,AT5G60590.2,0,depleted,canonical_fallback,,protein_coding,5.0,1.4860995844727511,1237,288,True,False,False,True,pass
AT4G15620,AT4G15620.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.4839264172536315,987,190,True,False,False,True,pass
AT2G07774,AT2G07774.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.4826324470314574,591,116,True,False,False,True,pass
AT1G17410,AT1G17410.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.478730004226842,959,181,True,False,False,True,pass
AT5G64310,AT5G64310.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.4771727587255008,946,131,True,False,False,True,pass
AT5G20935,AT5G20935.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.4731582738635356,430,121,True,False,False,True,pass
AT1G74450,AT1G74450.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.473103759127821,1828,397,True,False,False,True,pass
AT1G28150,AT1G28150.2,0,depleted,canonical_fallback,,protein_coding,4.0,1.4716216935596012,1117,123,True,False,False,True,pass
AT1G16820,AT1G16820.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.4700001440921593,835,93,True,False,False,True,pass
AT4G15790,AT4G15790.2,0,depleted,canonical_fallback,,protein_coding,6.0,1.4698372779845787,947,180,True,False,False,True,pass
AT5G45070,AT5G45070.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.4691412597066256,1495,354,True,False,False,True,pass
AT5G07571,AT5G07571.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.4636538421894196,766,129,True,False,False,True,pass
AT3G55485,AT3G55485.1,0,depleted,canonical_fallback,,ncRNA,1.0,1.4603679641964726,505,0,False,False,False,False,no_CDS
AT5G53740,AT5G53740.1,0,depleted,canonical_fallback,,protein_coding,8.0,1.45958322480461,828,275,True,False,False,True,pass
AT5G15750,AT5G15750.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.4595813888390603,993,182,True,False,False,True,pass
AT2G07705,AT2G07705.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.4547934867125851,201,66,True,False,False,True,pass
AT5G57000,AT5G57000.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.454666320903775,1005,187,True,False,False,True,pass
AT2G07673,AT2G07673.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.4498579277980297,701,106,True,False,False,True,pass
AT1G74210,AT1G74210.1,0,depleted,canonical_fallback,,protein_coding,8.0,1.4482514469170693,1417,392,True,False,False,True,pass
AT1G22470,AT1G22470.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.4429129936128366,828,146,True,False,False,True,pass
AT4G03610,AT4G03610.4,0,depleted,canonical_fallback,,protein_coding,9.0,1.4401877703967716,1689,318,True,False,False,True,pass
AT5G03160,AT5G03160.1,0,depleted,canonical_fallback,,protein_coding,9.0,1.4376336374933938,1768,482,True,False,False,True,pass
AT3G03280,AT3G03280.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.4372666293554837,968,166,True,False,False,True,pass
AT4G27380,AT4G27380.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.4359690319605491,779,156,True,False,False,True,pass
AT1G76650,AT1G76650.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.435010575285968,963,177,True,False,False,True,pass
AT4G16146,AT4G16146.1,0,depleted,canonical_fallback,,protein_coding,7.0,1.4339163447145515,1008,102,True,False,False,True,pass
AT1G70440,AT1G70440.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.433428741146364,1230,305,True,False,False,True,pass
AT1G48550,AT1G48550.1,0,depleted,canonical_fallback,,protein_coding,11.0,1.4332456107070208,1295,327,True,False,False,True,pass
AT1G77750,AT1G77750.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.432098264685478,1058,154,True,False,False,True,pass
AT2G07766,AT2G07766.1,0,depleted,canonical_fallback,,tRNA,1.0,1.4318230375976584,87,0,False,False,False,False,no_CDS
AT2G07771,AT2G07771.2,0,depleted,canonical_fallback,,protein_coding,1.0,1.4309740689962065,771,256,True,False,False,True,pass
AT3G24010,AT3G24010.1,0,depleted,canonical_fallback,,protein_coding,7.0,1.4298174870089684,1020,234,True,False,False,True,pass
AT3G48520,AT3G48520.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.429719889393117,1922,506,True,False,False,True,pass
AT5G11340,AT5G11340.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.4291987093453855,1012,164,True,False,False,True,pass
AT5G02710,AT5G02710.2,0,depleted,canonical_fallback,,protein_coding,4.0,1.425855122919324,1778,176,True,False,False,True,pass
AT4G30140,AT4G30140.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.425823474327588,1518,348,True,False,False,True,pass
AT1G11870,AT1G11870.2,0,depleted,canonical_fallback,,protein_coding,10.0,1.424966631258527,2142,514,True,False,False,True,pass
AT4G14819,AT4G14819.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.4249133356082104,527,104,True,False,False,True,pass
AT3G16020,AT3G16020.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.4177037493274147,394,98,True,False,False,True,pass
AT4G05440,AT4G05440.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.4172371783036346,1423,333,True,False,False,True,pass
AT5G57300,AT5G57300.2,0,depleted,canonical_fallback,,protein_coding,9.0,1.4116422913063884,1265,288,True,False,False,True,pass
AT2G07785,AT2G07785.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.4080379974808246,902,99,True,False,False,True,pass
AT5G05330,AT5G05330.1,0,depleted,canonical_fallback,,protein_coding,7.0,1.4051717148526208,988,220,True,False,False,True,pass
AT4G37409,AT4G37409.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.404879694505231,1522,131,True,False,False,True,pass
AT2G07756,AT2G07756.1,0,depleted,canonical_fallback,,tRNA,1.0,1.4038378424264253,72,0,False,False,False,False,no_CDS
AT1G66820,AT1G66820.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.4032818874765265,741,109,True,False,False,True,pass
AT5G51580,AT5G51580.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.398037551830415,958,239,True,False,False,True,pass
AT1G10390,AT1G10390.1,0,depleted,canonical_fallback,,protein_coding,13.0,1.395129726951051,3875,1041,True,False,False,True,pass
AT1G02816,AT1G02816.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.3948348590056223,1602,166,True,False,False,True,pass
AT5G43620,AT5G43620.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.3927526388303766,1518,410,True,False,False,True,pass
AT1G18030,AT1G18030.1,0,depleted,canonical_fallback,,protein_coding,10.0,1.3889430123096915,1435,351,True,False,False,True,pass
AT4G34860,AT4G34860.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.3885937623062243,2330,571,True,False,False,True,pass
AT1G20225,AT1G20225.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.388552248005026,974,233,True,False,False,True,pass
AT1G78915,AT1G78915.3,0,depleted,canonical_fallback,,protein_coding,16.0,1.3866674332714668,1522,405,True,False,False,True,pass
AT1G07960,AT1G07960.4,0,depleted,canonical_fallback,,protein_coding,4.0,1.3860966050889238,1298,146,True,False,False,True,pass
AT1G76878,AT1G76878.1,0,depleted,canonical_fallback,,lncRNA,1.0,1.386080862904297,2954,0,False,False,False,False,no_CDS
AT3G46560,AT3G46560.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.385020272929811,719,93,True,False,False,True,pass
AT2G07727,AT2G07727.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.383913170073659,3243,393,True,False,False,True,pass
AT5G49170,AT5G49170.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.3833778810136863,1172,185,True,False,False,True,pass
AT5G42900,AT5G42900.2,0,depleted,canonical_fallback,,protein_coding,5.0,1.3785879137490038,1386,246,True,False,False,True,pass
AT5G52020,AT5G52020.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.3783129615668468,1108,232,True,False,False,True,pass
AT2G18245,AT2G18245.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.377914445881581,1842,398,True,False,False,True,pass
AT5G61220,AT5G61220.2,0,depleted,canonical_fallback,,protein_coding,2.0,1.3768926772522037,800,87,True,False,False,True,pass
AT1G13950,AT1G13950.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.3768265705559073,941,158,True,False,False,True,pass
